BIZ_NAME,PRIMARY_EMAIL,PRIMARY_PHONE,LICENSE,PERMIT_ID,STREET_NO,STREET,CITY,STATE,ZIPCODE,PERMIT_DATE
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""d885c14fead57a87""",3372,CLL MARGARITA,ENCINITAS,CA,92024,2020-06-26
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""60863fab971cfc62""",4046,CAMINITO MENOR SAN DIEGO CA 92107,SAN DIEGO,CA,,2019-08-26
SULLIVAN ELECTRICAL,,,,"""1174edef9ce8f64d""",10997,SKYWOOD DR,EL CAJON,CA,92020,2012-03-05
SULLIVAN ELECTRICAL,,,,"""72c0d965c9cfafa7""",19573,PARADISE MOUNTAIN LN,VALLEY CENTER,CA,92082,2012-02-15
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""9868c12bd8c21591""",4909,ELSA RD,SAN DIEGO,CA,92120,2021-07-01
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""d4987d0d903624d0""",7050,VIA VALVERDE,SAN DIEGO,CA,92037,2020-10-06
SULLIVANS ELECTRICAL SERVICE LLC,,,,"""b17fa14d52a12f75""",934,E 57TH ST,INDIANAPOLIS,IN,46220,2021-08-04
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""b52ff37663a87782""",3274,ISLAND AVE,SAN DIEGO,CA,92102,2020-05-13
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""b66f6414008f79a3""",11755,WATERHILL RD,LAKESIDE,CA,92040,2016-05-19
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""5748bc5f2dbad960""",30561,HAWKSCREST RD,MURRIETA,CA,92563,2019-12-06
O'SULLIVAN ELECTRIC,,,,"""27c1c4f04c9d0146""",7706,S SANGAMON ST,CHICAGO,IL,60620,2011-10-10
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""85cc0a6c006f26e9""",12565,ESCALA DR,SAN DIEGO,CA,92128,2019-05-16
SULLIVAN ELECTRIC SERVICES CO.,,,,"""7789e465f7343acc""",1240,OAKLAND DR SW,ATLANTA,GA,30310,2011-01-20
STEPHENSON HEATING AND AI DANNY SULLIVANS PLUMBING AMPED ELECTRIC LLC,,,,"""dc86db213990e7ed""",12,THORNWHISTLE PL,GARNER,NC,27529,2020-02-13
SULLIVAN ELECTRIC LLC,,,,"""01610d74e346c1d8""",11500,N AMBASSADOR DR,KANSAS CITY,MO,64153,2019-08-23
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""89fde52de04521dd""",16891,SUNRISE VIS,RAMONA,CA,92065,2015-11-25
SULLIVAN SOLAR POWER,,,839077,"""9b7ad859f2133d53""",368,JASON PL,CHULA VISTA,CA,91910,2011-10-19
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""b7a3ee29d112512a""",13628,CALVADOS PL,SAN DIEGO,CA,92128,2021-06-28
SULLIVAN SOLAR POWER,,,839077,"""4afb408ec3059996""",2043,JANET CIR,OCEANSIDE,CA,92054,2016-09-06
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""7b057ad212d16ce0""",5461,CMT VISTA LUJO,SAN DIEGO,CA,92130,2019-09-24
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""df7d79f3d8c4c9e1""",15580,PSO JENGHIZ,SAN DIEGO,CA,92129,2019-12-20
OSULLIVAN GREEN SOLAR,tim@osullivangreensolar.com,(408) 628-4142,1018350,"""cca2441bdb84da5c""",2163,PEDRO AVE,MILPITAS,CA,95035,2022-01-10
JJ O'SULLIVAN ELECTRIC,,,850150,"""423dbadc4e4f8d30""",79,WALTER ST,SAN FRANCISCO,CA,94114,2011-11-08
SULLIVAN SOLAR POWER,,,839077,"""426fefb923a07fbb""",1941,VALLEY RD,OCEANSIDE,CA,92056,2018-03-07
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""b0ce7ca82f5894fb""",16065,FALCON CREST DR,SAN DIEGO,CA,92127,2021-08-10
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""f45cfe0f7b0c9423""",4228,CORDOBES CV,SAN DIEGO,CA,92130,2020-10-21
SULLIVAN ELECTRIC SERVICES CO.,,,,"""a5b597e25e5c7b41""",2061,ROCK CHAPEL RD,LITHONIA,GA,30058,2012-09-07
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""bc0967db7ef1ec8d""",35,COSTA DEL SOL,DANA POINT,CA,92629,2015-03-31
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""0f6f2e57ab9ce72e""",857,RENFRO WAY,EL CAJON,CA,92019,2012-12-03
COMFORT SOLUTIONS HVAC IN DANNY SULLIVANS PLUMBING COMMON GROUND ELECTRIC SOUTHERN TIDE HOMES,,,,"""58516195c8799175""",21,RHODODENDRON DR,MIDDLESEX,NC,27557,2019-08-14
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""e73f9b52e3ac8e6d""",1912,LAGRANGE RD,CHULA VISTA,CA,91913,2016-10-12
SULLIVAN SOLAR POWER,,,839077,"""e3b5b326e560df56""",112,MONROE ST,OCEANSIDE,CA,92057,2020-12-02
SULLIVAN ELECTRICAL,,,,"""1b871d032b09d040""",110,S RIDGE DR,FALLBROOK,CA,92028,2011-09-23
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""5e2f797bdbac159a""",1259,DE LUZ RD,FALLBROOK,CA,92028,2018-02-09
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""bb68477aefe09dd4""",4218,MIDDLESEX DR,SAN DIEGO,CA,92116,2020-04-24
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""7e71dcb8ce941340""",17212,SANGALLO LN,SAN DIEGO,CA,92127,2014-04-10
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""317b11d00a85a37e""",10870,UVALDE CT,SAN DIEGO,CA,92124,2018-10-19
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""38dc0d94f42ae303""",2194,CAM DEL VECINO,ALPINE,CA,91901,2014-03-19
SULLIVAN ELECTRIC & PUMP INC.,,,,"""f6c7671c9c306e8e""",1904,BERMUDA CIR,COCONUT CREEK,FL,33066,1997-08-29
OSULLIVAN GREEN SOLAR,tim@osullivangreensolar.com,(408) 628-4142,1018350,"""e0bcf168fbbcbc77""",1680,NOBILI AVE,SANTA CLARA,CA,95051,2020-08-31
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""a4093714fb920e39""",2621,32ND ST,SAN DIEGO,CA,92104,2019-12-09
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""a79528f2ad034a9c""",15174,SUSITA ST,SAN DIEGO,CA,92129,2021-09-24
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""72f85199fff17593""",19540,ELENA LN,JAMUL,CA,91935,2015-12-09
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""b1f2cf8feb2ffd33""",1840,DIESEL DR,EL CAJON,CA,92019,2015-11-18
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""369b7e66e3f60157""",2891,BEAR ST,COSTA MESA,CA,92626,2016-04-12
SULLIVAN SOLAR POWER CON C10-839077,,,,"""b085fb04f609c53e""",6559,HALSTED AVE,RANCHO CUCAMONGA,CA,91737,2014-02-19
STEPHENSON HEATING AND AI RA JACKSON ELECTRICAL/ROB DANNY SULLIVANS PLUMBING BLS INC.,,,,"""623cf29989f8448e""",2828,LAKEWOOD RD,FOUR OAKS,NC,27524,2019-09-24
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""67226bc805c2b3ab""",10724,CARIUTO CT,SAN DIEGO,CA,92124,2019-08-12
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""548c6b68564e8101""",17019,SILVER PINE RD,SAN DIEGO,CA,92127,2016-01-08
OSULLIVAN GREEN SOLAR,tim@osullivangreensolar.com,(408) 628-4142,1018350,"""cb4e3f695f6f4db1""",6490,LITTLE FALLS DR,SAN JOSE,CA,95120,2021-12-10
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""bb0458c9e908294f""",5361,CALLE ROCKFISH,SAN DIEGO,CA,92154,2021-04-05
OSULLIVAN GREEN SOLAR,tim@osullivangreensolar.com,(408) 628-4142,1018350,"""6fed2bd59911d112""",2725,CLYMER LN,FREMONT,CA,94538,2021-10-19
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""d9c8e4b2f2cd2f97""",11601,CAM DEL TIERRA,LAKESIDE,CA,92040,2016-10-12
JJ O'SULLIVAN ELECTRIC,,,850150,"""06e324740c3286d2""",1050,FULTON ST,SAN FRANCISCO,CA,94117,2013-01-30
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""022747a62168a629""",1584,E CHASE AVE,EL CAJON,CA,92020,2014-04-18
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""b53b793bbc8a6d39""",10065,TIMBERLINE CT,SAN DIEGO,CA,92131,2019-06-01
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""3b8d72c5175eeeef""",16182,PLUM ST,FONTANA,CA,92336,2014-07-16
OSULLIVAN GREEN SOLAR,tim@osullivangreensolar.com,(408) 628-4142,1018350,"""36adbe1f706c2bb7""",4007,VALERIE DR,SAN JOSE,CA,95008,2020-06-08
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""cd80aa193a4d9f5a""",5665,MARNE AVE,SAN DIEGO,CA,92120,2021-03-23
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""75155fdcd3e82d94""",2950,MACKEY DR,FALLBROOK,CA,92028,2015-08-04
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""83df58aabf7e3da5""",2769,ALTA VISTA DR,FALLBROOK,CA,92028,2021-06-30
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""74b11a5f6b514d59""",3602,HYACINTH DR,SAN DIEGO,CA,92106,2019-03-29
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""7ca098249ba1884f""",19370,MAPLE LEAF LN,YORBA LINDA,CA,92886,2013-08-01
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""1a79a44d9799e9f8""",4862,SAGASTI AVE,SAN DIEGO,CA,92117,2020-09-09
SULLIVAN ELECTRICAL,,,,"""8dc0c317d0bc9528""",9901,HELIX MONT DR,LA MESA,CA,91941,2012-10-23
SULLIVAN ELECTRIC & PUMP INC.,,,,"""73ffe9d9826eef05""",1800,S CENTRAL BLVD,JUPITER,FL,33458,2020-05-12
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""7d625f9e4c21cb6d""",8859,GOLD COAST DR,SAN DIEGO,CA,92126,2019-03-06
SULLIVAN ELECTRIC LLC,,,,"""bb7242afe22081ba""",114,W 3RD ST,KANSAS CITY,MO,64105,2015-10-19
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""9d1e9060f58b06e9""",331,UNION ST,ENCINITAS,CA,92024,2020-07-01
JJ O'SULLIVAN ELECTRIC,,,850150,"""1a468d2c1e5294fd""",651,CLAYTON ST,SAN FRANCISCO,CA,94117,2012-12-31
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""a801e2d2cf535147""",10167,COUNTRY VIEW RD,LA MESA,CA,91941,2020-10-21
SULLIVAN ELECTRIC POWER OF CALIF,,,,"""cf54873c93021014""",34574,COLLIER FALLS CT,TEMECULA,CA,92592,2013-05-06
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""88f6bf4aae51e79b""",8063,LAKE ANDRITA AVE,SAN DIEGO,CA,92119,2019-12-03
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""76a4a9c92d4bdc8e""",1255,VIA DEL CERRO,VISTA,CA,92084,2017-01-24
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""a5056b8d24d52c98""",15954,AVNDA CALMA,RANCHO SANTA FE,CA,92067,2015-11-03
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""80c5975cc93685c1""",1025,8TH ST,RAMONA,CA,92065,2018-03-21
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""127957bbbb8827b1""",7704,WHITEFIELD PL,SAN DIEGO,CA,92037,2019-11-25
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""01be6b0668e5d556""",5315,RUETTE DE MER,SAN DIEGO,CA,92130,2019-03-29
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""d348abbe14030fff""",10804,REDFERN CR SAN DIEGO CA 92131,SAN DIEGO,CA,,2020-10-08
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""36b17c6b382e5f19""",10006,ROTHGARD RD,SPRING VALLEY,CA,91977,2014-03-06
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""3ffd15620557058a""",1798,SUMMIT DR,ESCONDIDO,CA,92027,2014-01-17
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""d519e9c927911ec0""",552,LA PRESA AVE,SPRING VALLEY,CA,91977,2018-01-18
SULLIVAN ELECTRIC SERVICES CO.,,,,"""2818ab37a60f34db""",1280,OAKLAND DR SW,ATLANTA,GA,30310,2013-08-08
SULLIVAN SOLAR POWER,,,839077,"""c774c23b6201975e""",5332,LEON ST,OCEANSIDE,CA,92057,2019-10-08
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""ddbf5c601143f895""",13318,BAVARIAN DR,SAN DIEGO,CA,92129,2019-07-23
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""e1ae235f09aa45fd""",13092,CAVALRY CT,SAN DIEGO,CA,92129,2020-01-25
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""b36330333072f8af""",15244,SEVERYNS RD,TUSTIN,CA,92782,2019-02-26
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""5c3dfa74b4bb71da""",11748,HANDRICH DR,SAN DIEGO,CA,92131,2018-06-22
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""31b14e90481c9944""",11938,WALNUT RD,LAKESIDE,CA,92040,2014-02-05
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""fbbe5cc8b0186335""",17078,MATINAL RD,SAN DIEGO,CA,92127,2020-11-17
SULLIVAN SOLAR POWER,,,839077,"""1924f10f74f9539d""",1383,CORONA VIS,BONITA,CA,91902,2015-02-23
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""415d4bb9aafe1bf3""",13596,GOLDEN ELM LN,SAN DIEGO,CA,92129,2018-09-27
STEPHENSON HEATING AND AI DANNY SULLIVANS PLUMBING AMPED ELECTRIC LLC,,,,"""dd7c95a704b00c6f""",146,THORNWHISTLE PL,GARNER,NC,27529,2019-05-17
SULLIVAN ELECTRICAL CONTRACTORS INC.,,,,"""35b91a8505a91bdf""",3,TRESCOTT ST,TAUNTON,MA,02780,2021-07-26
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""cae831d1ca39ad61""",4604,TERRAZA MAR MARVELOSA,SAN DIEGO,CA,92130,2020-12-18
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""0cb7c053c32fac0d""",7564,MONTIEN,SAN DIEGO,CA,92127,2019-10-28
SULLIVAN SOLAR POWER,,,839077,"""53369f1ed276e9b9""",3665,VIA BERNARDO,OCEANSIDE,CA,92056,2016-10-14
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""a2334a0c2bb39e6b""",6670,EL MONTEVIDEO,RANCHO SANTA FE,CA,92067,2016-09-21
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""79c1c79dbc259d2c""",4628,GRANGER ST,SAN DIEGO,CA,92107,2020-11-24
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""67a50c9a86430c77""",1316,28TH ST,SAN DIEGO,CA,92102,2020-01-17
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""91ee69770509158a""",31341,VIA DEL VERDE,SAN JUAN CAPISTRANO,CA,92675,2017-08-17
SULLIVANS ELECTRICAL SERVICE LLC,,,,"""69555ee1a79e1448""",5027,N WASHINGTON BLVD,INDIANAPOLIS,IN,46205,2019-07-26
SULLIVAN ELECTRIC & PUMP INC.,,,,"""c91c47faa021989b""",1035,OKEECHOBEE RD,WEST PALM BEACH,FL,33401,1998-11-16
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""0f35ad99e16b56c2""",11270,DEL DIABLO WAY,SAN DIEGO,CA,92129,2018-08-29
SULLIVAN SOLAR POWER,,,839077,"""e4042054200d9e1c""",2545,E 24TH ST,LOS ANGELES,CA,90058,2008-09-18
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""cf848f6750ea57db""",,,CHULA VISTA,CA,,2016-01-05
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""e295fc6d4c44ccce""",17326,LIBERTAD DR,SAN DIEGO,CA,92127,2019-02-01
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""b1be63091e796992""",3815,DAWSONIA ST,BONITA,CA,91902,2019-03-26
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""97338f1f58268d4e""",10178,PRAIRIE SPRINGS RD,SAN DIEGO,CA,92127,2019-07-16
SULLIVAN ELECTRIC POWER OF CALIF,,,,"""103f6210caf6d77c""",7178,BEL AIR ST,CORONA,CA,92881,2013-01-02
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""8b2ac3f1749f26db""",3366,DARLENE LN,JAMUL,CA,91935,2015-10-29
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""3feae349e67504b5""",10365,BRISTOL DR,RANCHO CUCAMONGA,CA,91737,2014-08-27
SULLIVAN ELECTRIC & PUMP INC.,,,,"""c91e60cee3208a20""",1300,ALLENDALE RD,WEST PALM BEACH,FL,33405,2003-11-05
SULLIVAN ELECTRICAL,,,,"""012af63d0d2a47e3""",17366,SAN PASQUAL VALLEY RD,ESCONDIDO,CA,92027,2011-12-13
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""1967ea66ccd64946""",4550,EDGEWARE RD,SAN DIEGO,CA,92116,2018-03-06
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""2f5bd8bd67d69e07""",3191,CAM PORTOFINO,FALLBROOK,CA,92028,2016-12-30
SULLIVAN ELECTRIC CONSTRUCTION CO. LLC,,,,"""a317d80b11f13a73""",3700,BIGELOW BLVD,PITTSBURGH,PA,15213,2011-06-29
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""45c9227357a28b62""",16409,WINECREEK RD,SAN DIEGO,CA,92127,2013-05-10
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""6aab52aeec1d264a""",10786,BIRCH BLUFF AVE,SAN DIEGO,CA,92131,2020-06-24
SULLIVAN ELECTRIC & PUMP INC.,,,,"""bc7086a88abea0a1""",9200,W BROWARD BLVD,PLANTATION,FL,33324,2005-08-12
SULLIVAN SOLAR POWER,,,839077,"""ee5793c4e6305160""",17402,ALTA VISTA CIR,HUNTINGTON BEACH,CA,92647,2015-02-19
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""96b9560cc7c5e5b1""",15807,THE RIVER TRL,RANCHO SANTA FE,CA,92067,2015-12-02
SULLIVAN ELECTRIC & PUMP INC.,,,,"""e4adc79eb7b72fb4""",1217,N DIXIE HWY,LAKE WORTH,FL,33460,2008-07-18
SULLIVAN SOLAR POWER,,,839077,"""98a4b5c63d1ceeec""",520,PEPPERWOOD CT,BONITA,CA,91902,2011-08-31
SULLIVAN ELECTRICAL,,,,"""bd21ae4e8e3e205b""",9734,RED PONY LN,EL CAJON,CA,92021,2010-01-20
SULLIVAN ELECTRICAL CONTRACTORS INC.,,,,"""5577be53ae8f96cb""",4,CHERRY AVE,TAUNTON,MA,02780,2021-03-24
SULLIVAN ELECTRICAL CONTRACTOR,,,,"""4c25a1147a6c6352""",45,W 111TH ST,CHICAGO,IL,60628,2017-04-20
OSULLIVAN GREEN SOLAR,tim@osullivangreensolar.com,(408) 628-4142,1018350,"""6afc352caa538892""",5899,TREE TOP CT,SAN JOSE,CA,95123,2019-03-29
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""09c0abcb22fab6e3""",14110,LYONS VALLEY RD,JAMUL,CA,91935,2014-10-01
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""20bd502481453617""",10669,EL CABALLO AVE,SAN DIEGO,CA,92127,2015-12-07
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""93ae4aa97d3e31ad""",298,GREENWOOD PL,BONITA,CA,91902,2019-01-14
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""11e6a7da09c7d080""",3367,31ST ST,SAN DIEGO,CA,92104,2019-05-30
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""2835b2b0e4edfea2""",1805,LENDEE DR,ESCONDIDO,CA,92025,2014-10-07
SULLIVAN ELECTRICAL CONTRACTORS INC.,,,,"""7df73060fddbf5c7""",3,MAPLE ST,TAUNTON,MA,02780,2020-10-06
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""a9c59953242495e7""",14910,VALLE DEL SUR CT,SAN DIEGO,CA,92127,2020-10-29
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""abce0b6dabe49af0""",3365,OGALALA AVE,SAN DIEGO,CA,92117,2019-01-16
SULLIVAN SOLAR POWER,,,839077,"""ce2332f92f14a9b7""",1420,LOMA LN,CHULA VISTA,CA,91911,2013-08-15
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""9bace762758da5b2""",3150,W VIRGO RD,SAN DIEGO,CA,92105,2020-10-09
SULLIVAN SOLAR POWER,,,839077,"""16a4dafdef6da9bb""",1507,SARAN CT,OCEANSIDE,CA,92056,2019-03-18
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""a3ef67fbbbb921f6""",10931,ROCKWOOD RD,EL CAJON,CA,92020,2015-10-21
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""2c41aee0ecce78a0""",246,S 33RD ST,SAN DIEGO,CA,92113,2020-07-20
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""c0d39690f7a8aaec""",10417,AVE MAGNIFICA,SAN DIEGO,CA,92131,2021-04-26
SULLIVAN SOLAR POWER,,,839077,"""35e3be37d7a6ead7""",2103,NIBLICK TER,OCEANSIDE,CA,92056,2018-05-22
SULLIVAN SOLAR POWER,,,839077,"""1897af8a5a85db02""",2284,ROLLING RIDGE RD,CHULA VISTA,CA,91914,2014-09-02
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""dd20dbbfbed94f8f""",11244,BERRY ST,RIVERSIDE,CA,92503,2018-07-12
SULLIVAN ELECTRIC & PUMP INC.,,,,"""6aa3378a5c599873""",150,CRAWFORD BLVD,BOCA RATON,FL,33432,2011-11-10
SULLIVAN ELECTRIC & PUMP INC.,,,,"""abd3f249c63a91c3""",,,ROYAL PALM BEACH,FL,,2011-11-16
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""6cc4903a92dbd2df""",10619,SUNSET RIDGE DR,SAN DIEGO,CA,92131,2019-09-24
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""541db73e7fc1012e""",3468,HEATHERWOOD DR,EL CAJON,CA,92019,2013-06-24
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""3be4e596ab089d3e""",11294,CAMINITO CORRIENTE SAN DIEGO CA 92128,SAN DIEGO,CA,,2019-05-20
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""c634912c923a1794""",2855,WEEPING WILLOW RD,CHULA VISTA,CA,91915,2021-04-26
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""7f6bf23d448f587b""",4359,MURRIETA CR SAN DIEGO CA 92154,SAN DIEGO,CA,,2018-09-26
STEPHENSON HEATING AND AI DANNY SULLIVANS PLUMBING AMPED ELECTRIC LLC,,,,"""6b44cbfc12f2a77a""",100,THORNWHISTLE PL,GARNER,NC,27529,2020-04-16
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""8d5f218817ecfa4b""",5252,PINE HILLS RD,JULIAN,CA,92036,2020-11-05
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""deb8c3630fc7a4fd""",7776,CANYON POINT LN,SAN DIEGO,CA,92126,2020-11-04
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""e4ae1510a152a84d""",9451,MOCKINGBIRD LN,LA MESA,CA,91941,2019-08-27
SULLIVAN ELECTRIC SERVICES CO.,,,,"""f3fcf33e34dfe395""",2600,LAVISTA DR,DECATUR,GA,30033,2007-04-09
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""235111fda518f301""",3306,VIS NORTE,ESCONDIDO,CA,92025,2018-06-13
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""43c42ddbd4b617eb""",8170,WHELAN DR,SAN DIEGO,CA,92119,2018-09-12
SULLIVAN SOLAR POWER,,,839077,"""e4a2bf19d4bd0502""",5106,VIA MADRID,OCEANSIDE,CA,92057,2018-10-22
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""aadc36ecd5d9b22c""",16923,CANTARANAS,RANCHO SANTA FE,CA,92067,2020-04-03
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""749be5fcc70f2f5b""",5947,SHAW LOPEZ ROW,SAN DIEGO,CA,92121,2019-10-11
SULLIVAN ELECTRIC & PUMP INC.,stephy@sullivanelectric-pump.com,(561) 588-5886,,"""3a78b8fa3fd1923b""",,,STUART,FL,,2023-05-02
SULLIVAN ELECTRIC & PUMP INC.,,,,"""3606daafa8ef1df5""",345,SUMMA ST,WEST PALM BEACH,FL,33405,2001-09-12
SULLIVAN ELECTRIC & PUMP INC.,,,,"""c0de30fa0f6a6a32""",901,S FLAGLER DR,WEST PALM BEACH,FL,33401,2008-09-12
SULLIVAN ELECTRICAL CONTRACTOR,,,,"""80364da0dfc0b35e""",2924,E 126TH ST,CHICAGO,IL,60633,2019-01-31
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""ff4bbac18af0b996""",27888,CUMULUS CT,CORONA,CA,92883,2015-09-22
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""b4eebea4610ecf64""",1900,BRENTWOOD DR,FULLERTON,CA,92831,2019-09-05
SULLIVANS ELECTRIC CO. INC.,,,,"""50e3d5d9aadfb230""",,,,OR,,2011-04-29
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""b037f076e029abda""",8692,PERSEUS RD,SAN DIEGO,CA,92126,2021-03-17
SULLIVANS ELECTRIC CO. INC.,,,,"""1776929b75ba48c3""",1620,CANDLEWOOD DR NE,SALEM,OR,97301,2011-01-25
